향수_이름,향수_notes,향수_설명
엑스노힐로 상탈 콜링,"Nutmeg, Milk, Iris, Sandalwood, Musk, Vanilla",포근하고 자연적인 상타향의 샌달우드향이 중심이 되는 향수인데요. 전체적으로 뽀얀 우유랑 캐시미어가 싹 감싸고 있는듯한 느낌입니다. 아주 부드럽고 편안해요. 베이스 노트에 그 바닐라와 머스크향이 완전 살냄새처럼 자연스럽게 남아서 딱 지금 한국인들이 좋아할 스타일의 향수입니다.
엑스노힐로 플뢰르 나르코티끄,"Litchi, Bergamot, Peach, Peony, Orange Blossom, Jasmine, Petalia, Musk, Moss, Woody Notes","섬세한 작약꽃 향기로 느껴지는데, 때로는 만개한 꽃이랑 과즙이 넘쳐 흐르는 과일들이 가득한 그런 풍성한 프로틴 플로럴 향으로 느껴지기도 하는 향수입니다. 복숭아와 리치, 베르가모 등의 상큼한 과일향이랑 세련된 피오니 향이 어우러졌어요. 화사한 향기를 가지고 있기도 하죠."
엑스노힐로 콜론 352,"Juniper Berries, Italian Lemon, Lity-of-the-Valley, Orange Blossom, Rose, White Musk, White Cedar Extract, Guaiac Wood",딱 뿌리자마자 아주 새콤하고 깨끗한 레몬향이랑 주니퍼베리의 중성적인 허브향이 확 나서요. 아주 청량해요. 그리고 곧이어서 오렌지 블라썸이랑 가이아 구도 향 등이 어우러져서요. 화사한 봄에 파리 7일 정원을 거니는 산책에서 영감을 받은 향이에요.
엑스노힐로 바이퍼 그린,"Mandarin Orange, Galbanum, Vetiver","퇴폐적이고 호화로운 그린플라워라는 문장으로 표현되는 향수인데요. 뿌리자마자 초 고급스러운 풀향이 확 퍼져요. 풀밭이라던가 숲이 떠오르는 향인데 잔향으로 갈수록 좀 치명적인 느낌의 향으로 변합니다. 씁쓸하고 짜릿한 느낌이 있는 패출리랑 베티버향, 그리고 약간 어두운 바이브에 꽃향기가 섞인 향으로 마무리가 됩니다."
엑스노힐로 더 헤도니스트,"Bergamot, Ginger, Akigalawood, Cedar, Vetiver, Tonka Bean, Musk","시크한 우디 향이에요. 살짝 톡 쏘는 진저 향이랑 베르가모 향, 그리고 아키갈라우드라는 스파이시한 나무향에 어우러진 향기가 풍겨옵니다. 전체적으로 좀 생동감 있고 역동적인 이미지입니다. 현대적인 우디 향이 나면서도 뭔가 자연으로 여행을 떠나는듯한 분위기를 만들어 줘요."
메종 프란시스 커정 아쿠아 미디어,"Verbena, Bergamot, Fennel, Hedione, Matcha Tea, Musk, Woodsy Notes",이 향수는 행복과 배려 생명과 에너지 단순함에서 오는 확신의 향기라는 컨셉을 가지고 있는 제품인데요. 현실적으로 표현을 해보자면 헤드앤숄더 샴푸 같은 엄청 상쾌하고 개운한 느낌이 드는 샴푸로 머리 감고 나온듯한 느낌의 향입니다. 상큼한 레몬향이랑 버베나의 가벼운 허브향 그리고 시원한 차향이 메인이 되는 향수라고 할 수 있고요. 거기에 풋풋한 풀 향과 약간의 우디함까지 곁들여졌습니다. 그래서 이 향수는 막 엄청 새롭고 유니크한 향수를 원하시는 분들보다는 쉽게 쓸 수 있는 여름 향수이면서도 메종 프란시스 커정이라는 리치 퍼퓸 브랜드가 가지고 있는 한 끗 차이의 고급스러운 터치가 있는 그런 향수를 원하는 분들에게 추천을 하고 싶습니다. 이거를 뿌리는 순간 뭔가 내 주변의 온도가 좀 낮아질 것 같은 그런 쿨한 신선함이 있으면서도 깔끔한 상큼함까지 더해진 향이라서요. 여름에 쓰기에 너무 좋고 성별이나 나이에 가리지 않고 남녀노소 누구에게나 잘 어울릴 향기입니다.
도르세 이큐,"Pink Pepper, Amber, Iris, Jasmine, Cashmeran, Patchouli",사랑하는 사람과 키스할 때 연인에 입술에 발려있는 립스틱을 향해서 영감 받은 향수예요. 처음에는 밝고 달콤한 핑크페퍼 향이 톡톡 터져요. 그리고 곧이어서 아이리스 꽃향기가 퍼지는데 아이리스 양이 과하지 않게 파우더리하고 베이스 노트에 그 포근한 캐시메랑과 은은하게 어우러져서요. 흔히 우리가 살냄새 향수다라고 분류하는 장르라고 할 수 있습니다. 뭔가 메이크업 좀 신경 하고 예쁘게 꾸민 여자친구랑 밖에서 한 데이트 2~3시간 정도 했을 때 그때 내 여자친구한테서 날 것 같은 냄새날까요. 그만큼 향이 그렇게 느껴져요. 되게 은은한 향수고 포근하고 섬세한 달콤함이 섞인 플로럴 향을 좋아한다면 추천을 하고 싶은 제품입니다.
이솝 글롬,"Iris, Saffron, Mimosa, Woody Notes, Jasmine Sambac",일단 히노끼탕이 떠오르는 편백나무 냄새랑 이솝 매장에서 나는 그 특유의 허브향 그리고 부드럽고 스윗한 꽃향기 그리고 향신료 향이 섞인 향수라고 할 수 있습니다. 이 향신료향은 사람에 따라서는 약간 멕시칸 음식점 뭐 인도 음식점 혹은 말한 냄새 요렇게 느껴질 수도 있을 정도로 확실히 이국적인 스파이시함이 있습니다. 그리고 그 스파이시함이 그렇게 과하지 않다고 느껴졌습니다. 그래서 이 글로는 휠보다 더 포근하고 부드럽고 밝은 느낌입니다. 확실히 미모사를 비롯해서 자스민 오렌지 플라워 등의 플로럴 향해 더해진 향이기 때문에 향이 좋기는 한데 너무 막 나무 인간 이런 느낌이라서 아 막 나무 인간 이런 느낌이라서 휠이 좀 손이 잘 안 갔던 분들에게 대안으로 추천을 해드리고 싶은 향수입니다.
꾸레쥬 라 필르 드 르에어,"White Musk, Orange Blossom, Neroli","화사하고 깨끗하고 예쁜 꽃향기가 납니다. 오렌지 꽃이 사이다에 빠진 것 같은 향, 상큼하고 스파클링한 베르가모이랑 네롤리 향으로 시작을 했다가 깨끗한 화이트 머스크가 긴 오렌지 블라섬 향으로 이어지는 향수입니다. 되게 웨어러블한 향으로 느껴집니다. 되게 은은한 향인데 비해서 지속력과 확산력은 나쁘지 않았고요, 4계절 내내 잘 어울릴 것 같은 향수입니다."
입생로랑 와이 오드뚜왈렛,"Aldehydes, Bergamot, Ginger, Mint, Lemon, Apple, Violet Leaf, Pineapple, Sage, Geranium, Ambergris, Musk, Cedar, Balsam Fir, Vetiver, Incense",이 향수를 처음에 딱 뿌렸을 때는 달콤한 사과향이랑 상큼한 레몬향이 옅은 스킨 향과 함께 느껴집니다. 이 때 여기서 느껴지는 스킨향은 아버지의 스킨향이 아닌 프레시하고 젊은 느낌이에요. 프레쉬하고 젊은 느낌이고 달콤한 과즙향과 섞여 있어서 부담스럽지 않습니다. 잔향에서는 아주 깔끔한 우디 머스크향이 남아요.
프라다 레스 인퓨전 디 프라다 아이리스 세더,"Iris, Cedar, Tunisian Neroli, Incense, Benzoin","뽀득뽀득 거품을 가득 낸 비누가 떠오른 향기입니다. 그 비누가 왠지 회색일 것 같아요. 샤랄라하고 막 달달한 비누 냄새는 아니라는 거죠. 세탁소의 냄새 같기도 하고, 희뿌연 스팀의 느낌 청결함 이런 것들이 다 복합적으로 느껴지는 향수거든요."
펜할리곤스 엔드미온,"Lavender, Bergamot, Sage, Mandarin Orange,  Coffee, Geranium, Sandalwood, Leather, Cardamon, Myrhh, Nutmeg, Black Pepper, Incense, Musk, Vetiver, Olibanum","이 향은 마치 원목으로 인테리어 된 분위기 좋은 카페에서 스웨이드 자켓을 입고 일하고 있는 훈남 바리스타에게서 날 법한 향기입니다. 따뜻한 스웨이드 향, 약간의 남자 스킨 향 그리고 은근한 커피 원두 냄새가 어우러진 향이거든요."
불리 오 트리쁠 마카사르,"Woody Notes, Tobacco, Wood Resin, Powdery Notes, Incense, Sand",마치 동남아 열대우림에 들어간듯한 이국적인 나무향이 확 나고요. 담뱃잎의 스모키한 향도 살짝 나서 약간 다크한 느낌입니다. 묘한 매력이 있는 오리엔탈 계열 향수예요.
자크 파뜨 에쌍씨엘 그린 워터,"Bergamot, Neroli, Lemon, Orange, Mandarin Orange, Mint, Basil, Tarragon, Clove, Caraway","매우 상쾌하고 깨끗한 민트향이랑 바질향, 그리고 시트러스 향과 초록초록한 향이 확 몰려오거든요. 각종 풀과 허브향이 기분 좋게 풍겨오는 드넓은 필드가 떠오르는 향이라서."
메모 파리 케두,"Grapefruit, Neroli, Mandarin Orange, Mate, Freesia, Peony, Rose, Sesame, White Musk, Moss",약간 씁쓰름한 자몽향으로 시작해서 고소하고 포근한 견과류 향이 은근하게 이어지고요. 마테차 향도 솔솔납니다. 개성 있으면서도 어렵지 않은 편안한 향이에요.
아쿠아디파르마 릴리 오브 더 밸리,"Black Currant, Bergamot, Grapefruit, Lily-of-the-Valley, Jasmine, Geranium, Magnolia, Musk, Cedar","5월달에 풍경을 딱 떠올려 보면은 너무 뜨겁지는 않은 햇살이 푸른 들판에 싹 비치고 꽃들이 생동감있게 피어나고 사람들은 막 다 행복하게 웃고 있는 모습이 연상됩니다. 그런 무드를 가장 잘 표현할 수 있는 향조 중에 하나가 은방울꽃 향기라고 생각하는데요. 수줍게 피어난 흰 꽃의 부드러운 향기랑 싱그러운 풀잎향이 같이 납니다. 투명한 화이트 플루를 향해 은은하게 퍼지는데, 잔향이 비누 냄새처럼 남아서 참 좋았습니다. 마치 싱그러운 은방울꽃의 꽃잎이랑 풀잎을 전부 따다가 약간의 자몽이랑 블랙커런트와 함께 섞어서 연두빛의 물비누를 만들었다면 딱 이런 향이 날 것 같습니다. 파우더리하고 하얀 도브비누 같은 그런 산뜻 달콤한 물비누를 떠올리게 하는 향입니다. 청순한 느낌이 있으면서도 편하게 일상적으로 사용하기 좋은 향입니다."
펜할리곤스 더 페이버릿,"Violet, Freesia, Mandarin Orange, Mimosa, Iris, Jasmine Sambac, Musk, Ambroxan, Sandalwood","향수가 딱 부내나는 향기인데, 클래식하고 앤티크한 느낌이다. 미모사나 아이리스처럼 아주 포슬포슬한 꽃향기랑 포근한 머스크향이 어우러진 향수이다. 아주 입자가 곱고 뽀얀 파우더에 핑크빛 달콤함을 살짝 가미한 고운 향기이다. 이 향수는 하얀색의 여리여리한 니트를 입었을 때 뿌리면 너무 잘 어울릴 향기인데, 단정하고 착한 느낌의 옷보다는 약간의 심상치 않음이 살짝 있는 니트를 입었을 때 뿌리고 싶은 향수입니다. 파우더리한 머스크향이 섞인 꽃향기입니다."
구딸 쁘띠뜨 쉐리,"Pear, Grass, Peach, Rose, Lilac, Hedione, White Musk, Vanilla",잘 익은 서양 배를 착즙해서 배 주스를 한 짝 만든 다음에 거기에 깨끗하게 씻은 복숭아를 썰어 얹은 느낌으로 느껴져요. 진짜 상큼 달콤한 향인데 이게 찐득하다거나 무거운 달콤함이 아니라 가볍고 청량한 풀 향입니다. 잔향에서는 장미랑 라일락 같은 꽃 향기랑 화이트 머스크 향이 남아서 은은하고 포근하게 느껴집니다. 전반적으로 향해 이미지가 러블리하고 웨어러블한 향이거든요.
구딸 뒤엘,"Holly, Petitgrain, Artemisia, Orris Root, Leather, Guaiac Wood, Musk",되게 중성적인 향입니다. 차향이 나는데 홍차향같기도 하고 마테차 같기도 한 그런 살짝 쌉싸름 하면서도 향긋한 향이 솔솔 나면서 은은한 나무 향도 같이 나거든요. 부드럽고 포근해요. 그래서 이걸 뿌리면 마치 하루 일과를 다 끝내고 포근한 침대에 앉아서 차 한잔 하고 있는 듯한 기분이 들거든요. 잘 때 뿌리는 향수로도 참 적절하다는 생각이 들고 룸 스프레이처럼 뿌리면 감각적인 분위기가 연출될 것 같아요.
구딸 릴 오 떼,"Mandarin Orange, Citruses, Tea, Mandarin Blossom, Osmanthus, White Musk","귤 껍질이나 뭐가 이런 과일들이 떠오르는 새콤한 향이 나요. 그리고 곧바로 굉장히 맑은 녹차향이 느껴지는데, 사실 녹차 향을 표방한 향수들은 대부분 진짜 녹차가 떠오른 향이 아니라 그냥 그린티가 컨셉인 향수 느낌이잖아요. 분명히 녹차 특유의 맑은 느낌을 훌륭하게 구현한 향수는 맞다고 생각을 해요. 제주도처럼 자연적이고 싱그러운 느낌의 향수고요."
프라다 루나 로사,"Lavender, Bitter Orange, Mint, Clary Sage, Ambrette (Musk Mallow), Ambroxan","너무 강한 스킨 향은 아니라 깨끗한 느낌, 단정한 느낌, 잘 정재된 느낌의 스킨 향입니다. 잔향으로 가면 갈수록 스킨 냄새들이 많이 빠지는데요. 데일리용으로 너무 좋고 유니크하게 느껴집니다. 처음에는 프레쉬 스킨 향으로 옅게 시작했다가 뒤로 갈수록 깨끗한 비누 같은 것이 떠오르는 향입니다. 계속 볼 때마다 편안하고 진국인 남자 느낌의 향수입니다. "
프레데릭 말 포트레이트 오브 레이디,"Rose, Clove, Raspberry, Black Currant, Cinnamon, Red Berries, Turkish Rose, Patchouli, Incense, Sandalwood, Ylang-Ylang, Incense, Sandalwood, Musk, Benzoin, Amber, Cedar, Ambergris, Vanilla","알게 모르게 존재감 뿜뿜하고 싶을 때 뿌리는 향수 같습니다. 약간 장미 향이 나는데, 많은 사람들이 생각하는 장미가 아닌 느낌입니다. 처음 맡았으면 장미인지 몰랐을 것 같고, 고급스러운 꽃 향이 느껴집니다. 이국적인 장미향이 있고 스파이시하고 스모키한 느낌이 베이스에 깔려 있습니다. 붉은 장미를 향초 사이에 놓아놓은 듯한 느낌이 들어요."
에따 리브르 도랑쥬 헤르만,"Pepperwood™, Galbanum, Black Currant, Geosmin, Rose Oil, Olibanum, Ambroxan, Patchouli, Calypsone, Vetiver","지하실 냄새 같은 느낌이 나며, 서늘하고 한한 느낌이 있어요. 사람에 비유하자면 너드인데 잘생긴 너드? 옷도 후즐근하게 입었는데 그 모습이 좋아보이는 느낌입니다. 이것처럼 서늘하고 냉기나 한기가 있는 향은 잘 없는 것 같아요. 어두운 동굴에 들어간 느낌, 눅눅하고 위에서 물이 뚝뚝 떨어지는 것 같은 바이브가 느껴집니다."
비디케이 그리 샤르넬,"Cardamom, Fig, Black Tea, Iris, Bourbon Vetiver, Sandalwood, Tonka Bean",그냥 좋은 향입니다. 그냥 후각적으로 만족되는 향 같아요. 무화과의 달큰한 향인데 관능적이고 도시적이라 더 좋은 것 같아요. 사람의 향을 만끽하고 싶은 느낌이 든다고 해야하나? 그렇습니다. 중성적인 여자가 뿌려도 잘 어울리는 향입니다.
메종 프란시스 커정 바카라 루즈 540,"Saffron, Jasmine, Amberwood, Ambergris, Hedione, Fir Resin, Cedar, Sugar, Ambroxan, Oakmoss","얼린 요구르트 뒤로 뜯어먹는 향처럼 달콤한 맛이 느껴지며, 약간의 메탈릭한 쇠 냄새가 살짝 있어요. 이 단내에 약간 트위스트를 줘서 럭셔리하고 고급스러운 느낌을 주며, 과시하지 않는 남자의 이미지가 떠오릅니다. 고급스러운 남자와 잘 어울리는 향입니다. 콰이어트 럭셔리를 추구하는 향 같았어요."
논픽션 더 베이지,"Geranium, Rose water, Orris concrete, Jasmine ABS, Musk, Tonka Bean ABS","더 베이지는 소녀같고 청순하고 때 지 않은 느낌이라면 중성적인 우디향이 섞인 플로럴 머스크 향이라서 우리 한국인들이 생각하는 막 티 없이 맑고 예쁜 살 냄새, 첫사랑에서 나던 비누향 요런 거는 솔직히 좀 아니라고 생각했어요. 논픽션다운 세련된 무드입니다. 뿌리자마자 제라늄과 오리스의 따뜻하고 화사한 꽃향기가 포문을 열어요. 단내는 거의 없고 뽀송뽀송하고 파우더리한 플로럴 향이 밀도 없게 느껴집니다. 그러니까 꽃잎만 따서 만든 플로럴 향이라 보다는 꽃의 뿌리까지 다 넣은듯한 향이라서 흑미도우 좀 더스티하다는 뉘앙스까지 받았습니다. 통카빈의 포근함이 잔향까지 남아서 은은하게 지속되는 향이에요. 발향력이 강하진 않아서 라이트하지만 오래 피부에 남아 있는 그런 향을 원하시는 분에게 추천하고 싶습니다."
