영상제목,URL,향수_이름,향수_name,향수_notes,향수_설명
큐티+섹시 이미지 최강자 올리브영 향수🎀 아리아나 그란데 향수 리뷰&어울리는 스타일 추천,https://www.youtube.com/watch?v=pcbOi2Hc7YI,클라우드 핑크,,,"이것은 오리지널 클라우드와 비슷한 느낌인데 좀 더 열대과일 향이 나요. 탑노트의 파인애플 용과 요런 열대 과일이 있고, 피나콜라다 같은 달달하면서도 밀키한 칵테일을 한 잔 마시고 있는 기분의 향이라고 할 수 있습니다. 잔향에서 모스 엠버우드 머스크 요런 노트들이 살짝 우디하고 반전을 주기 때문에 착장에서 제가 지금 입은 것처럼 핑크색으로 고 싶은 느낌이에요."
큐티+섹시 이미지 최강자 올리브영 향수🎀 아리아나 그란데 향수 리뷰&어울리는 스타일 추천,https://www.youtube.com/watch?v=pcbOi2Hc7YI,문라이트 아리,,,"이 향을 자두를 넣어서 만든 매지컬 한 섬유연제 향이라고 표현하고 싶어요. 뿌리자마자 보랏빛의 자두와 블랙커런트 향이 리치하게 퍼지며, 곧이어서 달달한 피오니 향과 샌다 로드가 어울어집니다. 이 향이 저한테는 클린하고 뽀송한 달콤함으로 느껴지고, 달빛이 오묘하게 빛나는 밤에 아리처럼 치즈 요정 같은 사람이 요런 향이 나는 모습이 연상이 되더라고요."
큐티+섹시 이미지 최강자 올리브영 향수🎀 아리아나 그란데 향수 리뷰&어울리는 스타일 추천,https://www.youtube.com/watch?v=pcbOi2Hc7YI,모드 바닐라,,,유럽에서 만날 수 있는 쫀득한 바닐라 젤라또가 떠올랐어요. 아주 고소하고 달큰한 바닐라 젤라또처럼 깊은 풍미가 있는 향입니다. 살에 뿌렸을 때 뭔가 버터처럼 사르륵 피부에 녹아드는 느낌의 향이더라구요. 잔향에서는 코코아 향이 살짝 나서 요즘 같은 FW 시즌에 정말 잘 어울리는 향이라고 생각했습니다.
큐티+섹시 이미지 최강자 올리브영 향수🎀 아리아나 그란데 향수 리뷰&어울리는 스타일 추천,https://www.youtube.com/watch?v=pcbOi2Hc7YI,모드 블러시,,,"프루츠 라즈베리를 비롯한 과일 향들이 톡톡 터지듯이 퍼져요. 매친 장미와 매그놀리 꽃향기가 에너제틱하고 생기발랄한 이미지의 향이지만, 그렇다고 막 너무 과감하고 부담스러운 향은 아니거든요. 그래서 저도 요거를 뿌릴 때는 경쾌한 무드의 옷이나 미니 스커트 같은 걸 입되 너무 튀지는 않게 그냥 폴카 패턴 같은 약간의 포인트 정도만 주고 뿌리면 딱 잘 어울리더라고요."
크리드 밀레지움 임페리얼/클린 웜코튼/클린 에어 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=uYyeoobNgzM,크리드 밀레 중 임페리얼,,,"처음에는 생각 맡았을 때 받아 목 말이 뭐 이런 키워드들이 딱 떠올랐어요. 물 냄새가 많이 나 그래도 어이 정도 물 냄새 명은 괜찮다. 바다 물 냄새가 나요. 써 달지도 너무 시지도 않은 시트러스 과일 냄새. 딱히 로마 받아 내려고 해요. 스킨 냄새도 같이 나비 때문에, 남성형 양수인가 라고 생각하시는 분들이 많을 것 같아요. 물량이 많이 나는 형수의 에요. 이 향수가 굉장히 좋아하는데요 그 이유는 아마도 이 향수가 가지고 있는 어떤 고기야 보기 굶다가 이런 이미지 덕분일 겁니다. 간단한 과일이나 주스를 마시고 있는 듯한 기분이 들어요. 아주 맑은 향이어서 따뜻한 날씨에 품에 잘 어울릴 것 같은데요. 그렇다고 너무 가볍거나 차가운 양은 또 아니라서 요즘같은 추운날씨에 풀어도 잘 어울릴 것 같습니다."
크리드 버진 아일랜드 워터 솔직 후기,https://www.youtube.com/watch?v=aubki_-4VUE,버진 아일랜드 워터,,,"이 버진 아일랜드 워터는 처음에 딱 뿌리면 직관적인 라임 향이 확 나요. 누가 맡아도 새콤하다는 말이 나올 정도로 레몬, 귤 같은 시트러스 향이 확 나는데, 아주 새콤하니 시트러스 향이 부드럽게 포장되어 있는 것처럼 난다는 거예요. 사실 시트러스 향이 박 나는 향수는 시원하고 상큼하다는 장점이 있지만, 스트레스를 안 좋아하시는 분들 입장에서는 너무 톡톡 튀고 샤프한 느낌으로 찌르는 것 같다라고 말을 하기도 해요. 코코넛 향이 부드럽고 폭신하다는 장점이 있지만 느끼해서 싫어하시는 분들도 계신데, 이 버진 아일랜드 워터처럼 시트러스와 코코넛 향이 같이 매칭이 되니까 코코넛이 느끼하지 않게 표현이 됐죠. 자스민이나 히비스커스 같은 포근한 기운도 느껴지고, 전체적으로 약간 칵테일을 마시는 것 같은 느낌이 있어요. 피나콜라다 향 같아 라고 말을 하더라구요. 전체적으로 상큼 달달한 향인데, 남자에게도 잘 어울리는 중성적인 스윗한 향이에요. 이 버진 아일랜드 워터는 진짜 햇빛이 쨍쨍하게 쏟아지는 해변에서 피나콜라다 한 잔을 마시는 듯한 여유로운 기분을 느끼게 해주기 때문에 여름 분위기가 있는 향수입니다. 코코넛과 머스크 특유의 포근함도 느껴져요. 가을 겨울에 흰색 가디건이나 니트를 입었을 때도 잘 어울리고, 봄여름에도 너무 잘 어울리는데, 한 여름에는 좀 손이 안 가게 하더라구요. 뭔가 지루한 일상에서 벗어나서 내가 꿈꾸는 파라다이스에서 삶을 상상하게 만들어 주는 향수입니다."
크리드 최초의 000 향수?! 신상 델피너스&켄타우로스 리뷰하며 달라진 크리드 이야기해요❤️,https://www.youtube.com/watch?v=Io1tLkCTUg0,델피너스,,,좀 어두운 구어망드 우디 요런게 좀 어두운 구어망드 우디 요런게 좋아하시는 분들이 딱 선호할 스타일인데요. 제가 요거를 딱 불었을 때 느껴지는 것들은 밤에 관능적인 바이브가 있으면서도 너무 톤이 높거나 과장되지 않은 엠버와 바닐라의 달콤함 그리고 인센스의 스 입니다. 제가 이 향을 딱 맡았을 때 그려지는 망상은 제가 밤에 나간다고 좀 꾸몄어 그래서 친구들이랑 막 술도 마시고 놀다가 혼자 좀 쉬고 싶어 가지고 정처 없이 걷다 보니까 신비감 있는 카페가 있는 거예요. 그 공간에는 바닐라 양도 따뜻하게 퍼지고 인센스가 피우고 있어서 왠지 모를 아우라에 뒤덮힌 느낌 딱 그런 분위기가 연상이 됐어요. 처음에 뿌렸을 때는 여러분들이 딥티크 플레를 뭐 요런 향수들에서 만나 보셨을 법한 후추향 그니까 블랙페퍼 향이 훅 나고요 그와 함께 인센스가 타들어가는 향기가 납니다. 잔향에서 포근한 엠버 우드와 통카빈 바닐라가 남아서요 딱 요즘처럼 찬바람 부는 계절에 뿌리기 너무 좋더라고요.
크리드 최초의 000 향수?! 신상 델피너스&켄타우로스 리뷰하며 달라진 크리드 이야기해요❤️,https://www.youtube.com/watch?v=Io1tLkCTUg0,켄타우로스,,,켄타우로스는 반인 반수의 생물이지만 따뜻하고 섬세한 느낌이 공존하고 있습니다. 딱 뿌리자마자 풍부한 담뱃잎 향이랑 스파이시한 시나몬 카다몬 핑크 페퍼 향이 나고요. 디어서 엠버리 한 샌다로드 향이 깊게 퍼집니다. 이 향수 역시도 베이스에 바닐라나무 AV 같은 향조가 자리하고 있는데요 전체적으로 봤을 땐 델피너스보다 덜 달고 더 스무해 잔향에서 꿀향 같은 느낌이 나긴 하지만 확실히 좀 길들여지지 않는 불타는 야성 요런게 있습니다. 약간 까칠까칠한 나무 껍데기 향 담배향 요런 거 좋아하시는 분에게 추천을 하고 싶어요. 그래서 솔직히 말하자면 요거는 지금까지 크리드 보여줬던 어떤 스타일과는 사뭇 다른 향이라고 느껴졌어요.
키엘 오리지널 머스크 블랜드 NO.1 향수 리뷰 Kiehl's Original Musk Blend No. 1 Review | 미지의세계 MIJI,https://www.youtube.com/watch?v=JI0YzKXn1OQ,키엘의 오리지널 머스크 오 드 뚜왈렛,,,"키엘 오리지널 머스크는 첫 창에서 제 친구의 고양이와 관련된 냄새를 느꼈습니다. 특히 스타트랙 운세를 느꼈습니다. 애니멀리칸 머스크 향이 난다는 말을 자주 들어 보셨을 겁니다. 잔향을 맡아 보고 나서는 생각이 변했습니다. 착하게 아주 강렬한 느낌은 부드러워지고, 오래 지난 머스크 향은 이름에 걸맞게 아주 제대로 된 머스크 향이 난다는 생각이 들었어요. 전반적으로 향이 무거운 것에 비해서 취속력은 평범했어요. 하지만 확산력으로는 좋은 편이었습니다. 봄 여름에 쓰기에는 너무 강렬한 향이라서 쌀쌀한 가을이나 겨울에만 사용하고 있어요."
킬리안 엔젤스셰어/메모 타마린도 등🥃 칵테일 마시면서 술향 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=SucR2F0jRHI,카피 샹그리아,,,"무덥고 과일의 느낌이 드는 향, 레드와인의 텁텁하고 메탈릭한 느낌이 존재하며, 오렌지 주스가 들어가서 떫은 느낌이 사라진다."
킬리안 엔젤스셰어/메모 타마린도 등🥃 칵테일 마시면서 술향 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=SucR2F0jRHI,메모의 타마린,,,"파인애플 등 다양한 과일이 들어가며, 향은 시나몬 빵 가게의 느낌이 나고, 불로 냄새와 솔이 섞여 있는 듯한 복합적인 향이 있다."
킬리안 엔젤스셰어/메모 타마린도 등🥃 칵테일 마시면서 술향 향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=SucR2F0jRHI,샤넬 코코 마드모아젤,,,"상큼한 느낌이 들며, 달달하고 라이트한 느낌이 강조된다."
킬리안 조향사가 만든 국내 향수 리뷰 & 그랜드 하얏트 서울 호텔 브이로그 등💚,https://www.youtube.com/watch?v=k1SDpEL0e7M,미스틱 로즈,,,되게 밸런스가 좋은 플로럴 향이에요. 장미향을 메인으로 한 꽃 향기를 앰버 바닐라와 같은 부드러운 향기가 싹 감싸고 있는듯한 향이거든요. 베이스에 우디 머스크향이 은은하게 깔려 있습니다. 부드러운 달콤한 우디함 이런 것들이 각자의 존재감은 분명히 가지고 있으면서도 어느 하나 튀거나 부자연스럽지 않아서 좋았어요. 특히 여기에서의 바닐라 향이 아이스크림이나 캬라멜 같은 단향이 아니라 바닐라 향이 나는 차에서 날법한 향기라서 좀 많은 분들이 좋아하실 만한 스타일입니다. 미스팅 로즈는 신비로운 장미로 만들어진 가면이라는 컨셉의 향인데요. 향기라는 마법에 가면으로 여러분들 안에 있는 새로운 매력을 드러내보세요라고 제안하는 브랜드입니다.
킬리안 조향사가 만든 국내 향수 리뷰 & 그랜드 하얏트 서울 호텔 브이로그 등💚,https://www.youtube.com/watch?v=k1SDpEL0e7M,피콕 패더,,,아주 새콤하게 톡 쏘는 레몬과 라임향 그리고 크리미한 코코넛 향이 같이 나고요. 라벤더 향이 중성적인 바이브를 만들어주는 향수입니다.
킬리안 조향사가 만든 국내 향수 리뷰 & 그랜드 하얏트 서울 호텔 브이로그 등💚,https://www.youtube.com/watch?v=k1SDpEL0e7M,우든 페이스,,,그윽한 샌달우드 향이랑 무화과향이 느껴지는데 거기에 약간의 카담음향이 섞인 녹차향기가 맑게 더해졌거든요. 그래서 너무 중후하지 않고 4계절 내내 잘 쓸 수 있을 법한 우디향이 완성이 됐습니다. 약간 얼씨하기도 하고 과하지 않게 섹시한 느낌도 있으면서 분위기 있는 향이에요.
킬리안 조향사가 만든 국내 향수 리뷰 & 그랜드 하얏트 서울 호텔 브이로그 등💚,https://www.youtube.com/watch?v=k1SDpEL0e7M,골든 잼,,,우아하게 빛나는 금빛 보석 가면이라는 컨셉인데요. 금빛처럼 아주 또렷하고 화려한 달콤함을 느낄 수 있는 향수입니다. 꾸덕한 바닐라 향이랑 스모키한 우디향 그리고 성숙한 로즈향에 어우러졌는데 전체적으로 약간 다크한 이미지입니다. 왠지 어둑어둑한 파티장에서 콜로 반짝반짝 빛나고 있는 사람이 떠오르는 향이랄까요. 남자라도 충분히 잘 쓸 수 있을 만한 향기입니다.
태국은 진짜 유명한 향덕국임🇹🇭 로컬 향수부터 절대 안 흔한 기념품까지❣️태국 향기 쇼핑 리스트!,https://www.youtube.com/watch?v=-e3Nz6Su_gQ,블루 프레쉬,,,상쾌한 꽃바람 향기예요. 하늘색 통에 담긴 섬유 연제 향 그 파란색 피조 냄새스러운 향기는 향수로 똑같이 구현하기가 굉장히 힘들다고 생각을 하거든요. 그래서 청명한 느낌을 좋아하지만 막시고 톡선 시트러스 스킨향 물향 아쿠아향 이런 냄새는 다 빠진 스타일을 원하신다면 너무 추천을 합니다. 이게 쿨하기 시작하지만 은근 포근함도 있거든요.
태국은 진짜 유명한 향덕국임🇹🇭 로컬 향수부터 절대 안 흔한 기념품까지❣️태국 향기 쇼핑 리스트!,https://www.youtube.com/watch?v=-e3Nz6Su_gQ,바이올렛 소프트,,,바이올렛꽃 향기가 아주 소프트하게 퍼지는 향인데 좀 고상해요. 일반적으로 생각하는 파우더리함이 느껴지잖아요. 요것도 좀 파우더리함이 느껴지잖아요. 드라이 시트 넣고 건조기까지 돌리고 난 다음에 보송한 이불에게 날 것 같은 향이 바로 요겁니다.
태국은 진짜 유명한 향덕국임🇹🇭 로컬 향수부터 절대 안 흔한 기념품까지❣️태국 향기 쇼핑 리스트!,https://www.youtube.com/watch?v=-e3Nz6Su_gQ,피오니 블룸,,,바닐라리 하고 크림 양꽃 향기예요. 여자 향수들 중에서 탑 미들 노트에는 로즈 피오니 요런 것들 있고 베이스 노트에는 바닐라랑 화이트 마스크 있는 향이라서 제가 살 때 그 매장에 향이 유난히 많이 발려져 있더라고요.
태국은 진짜 유명한 향덕국임🇹🇭 로컬 향수부터 절대 안 흔한 기념품까지❣️태국 향기 쇼핑 리스트!,https://www.youtube.com/watch?v=-e3Nz6Su_gQ,더 레거시,,,튜베 로즈나 가드니아 같은 매끈매끈하고 볼륨감 있는 화이트 플라워 향이 메인인 향이에요. 아가우드 엠버 벤조인 향이에요. 전반적으로 정적이고 신비로운 바이브의 플로로 우디 향입니다. 여기서 제가 가장 많이 느낀 건 우유처럼 정말 뽀얗고 보드라운 튜베로즈 향과 그와는 완전히 상반되는 아가우드 향이었어요.
태국은 진짜 유명한 향덕국임🇹🇭 로컬 향수부터 절대 안 흔한 기념품까지❣️태국 향기 쇼핑 리스트!,https://www.youtube.com/watch?v=-e3Nz6Su_gQ,화이트티 앤 카멜리아,,,가볍고 산뜻한 홍차 향이었어요. 진짜 딱 우리나라 사람들이 좋아할 만한 향이에요.
